Colonne1,Région,Dpt,FINNES,Raison.sociale,Complement.distribution,Adresse,Lieudit.BP,Code.postal,Libelle.routage,Tel,nom correspondant,mail,logiciel,RPU (oui/non)
22,PACA,Hte Alpes,50000348,CHI DES ALPES DU SUD SITE DE GAP,,1 PLACE AUGUSTE MURET,BP 101,5007,GAP CEDEX,04 92 40 61 61 ,DSIO BRICOUT Daniel,Daniel.BRICOUT@chicas-gap.fr,TU-ORUPACA,OUI
23,PACA,Alpes Maritimes,60000478,CENTRE HOSPITALIER DE GRASSE,,CHEMIN DE CLAVARY,BP 53149,6135,GRASSE CEDEX,04 93 09 55 01 ,DSIO BAS Jean-Pierre,jp.bas@ch-grasse.fr,TU-ORUPACA,OUI
24,PACA,Alpes Maritimes,60000510,CH D'ANTIBES JUAN LES PINS,QUARTIER LA FONTONNE,ROUTE NATIONALE 7,,6600,ANTIBES,04 97 24 77 67 ,SI VARGAS Steeve,steeve.vargas@ch-antibes.fr,URQUAL,OUI
25,PACA,Alpes Maritimes,60000544,CH PIERRE NOUVEAU CANNES,,15 AVENUE DES BROUSSAILLES,CS 50008,6414,CANNES CEDEX,04 93 69 70 01 ,DSIO BOUSQUET Jérôme,j.bousquet@ch-cannes.fr,TU-ORUPACA,OUI
26,PACA,Alpes Maritimes,60001450,CHU DE NICE HOPITAL SAINT ROCH,,5 RUE PIERRE DEVOLUY,BP 1319,6006,NICE CEDEX 1,04 92 03 33 22 ,SI NOBLE Eric,noble.e@chu-nice.fr,TU-ORUPACA,OUI
27,PACA,Alpes Maritimes,60002102,CH LA PALMOSA DE MENTON,,2 AVENUE ANTOINE PEGLION,BP 189,6507,MENTON CEDEX,04 93 28 77 77 ,RSI MATTEUCCI Patricia,sce.informatique@ch-menton.fr,TU-ORUPACA,OUI
28,PACA,Alpes Maritimes,60780491,INSTITUT ARNAULT TZANCK ST LAURENT VAR,,231 AVENUE DU DOCTEUR MAURICE DONAT,,6721,ST LAURENT DU VAR CEDEX,04 92 27 37 05 ,DSIO CHICHKINE Bernard,b.chichkine@tzanck.org,TU-ORUPACA,OUI
29,PACA,Alpes Maritimes,60780517,POLYCLINIQUE SAINT JEAN,,92 AVENUE DU DOCTEUR MAURICE DONAT,,6800,CAGNES SUR MER,04 92 13 53 13 ,ZARTARIAN Marie,m.zartarian@polesantesaintjean.fr,TU-ORUPACA,OUI
30,PACA,Alpes Maritimes,60780715,CLINIQUE SAINT GEORGE,,2 AVENUE DE RIMIEZ,,6105,NICE CEDEX 2,04 93 81 71 50 ,DSIO LIGIARDI Marc,marc.ligiardi@clinique-saint-george.com,TU-ORUPACA,OUI
31,PACA,Alpes Maritimes,60780723,CLINIQUE DU PARC IMPERIAL,,28 BOULEVARD TZAREWITCH,,6045,NICE CEDEX 1,08 26 30 75 76 ,RSI DALMAU Daniel,d.dalmau@domuscliniques.com,TU-ORUPACA,NON en attente date démarrage TU
32,PACA,Alpes Maritimes,60780947,HOPITAUX PEDIATRIQUES NICE CHU LENVAL,,57 AVENUE DE LA CALIFORNIE,,6200,NICE,04 92 03 03 00 ,DSIO LENARD Philippe,philippe.lenard@lenval.com,TU-ORUPACA,OUI
33,PACA,Alpes Maritimes,60789195,CHU DE NICE HOPITAL DE L'ARCHET,,151 ROUTE SAINT ANTOINE DE GINESTIERE,BP 79,6200,NICE,04 92 03 55 25 ,,,,Pas de SAU
60,PACA,Bouches du Rhône,130000409,SITE D'AIX EN PROVENCE,,AVENUE DES TAMARIS,,13616,AIX EN PROVENCE CEDEX 1,04 42 33 50 00 ,DSIO MILON paul,pmilon@ch-aix.fr,TU-ORUPACA,NON prévu pour septembre 2014
61,PACA,Bouches du Rhône,130000565,CH EDMOND GARCIN D'AUBAGNE,,179 AVENUE DES SOEURS GASTINE,,13400,AUBAGNE,04 42 84 70 00 ,RSI CASANOVA Gilbert,gcasanova@ch-aubagne.fr,URQUAL,NON
62,PACA,Bouches du Rhône,130001225,CH SALON DE PROVENCE,,207 AVENUE JULIEN FABRE,BP 321,13658,SALON DE PROVENCE CEDEX,04 90 44 93 04 ,RSI MARTIN Patrice,patrice.martin@ch-salon.fr,TU-ORUPACA,OUI
63,PACA,Bouches du Rhône,130002215,CENTRE HOSPITALIER DE LA CIOTAT,,BOULEVARD LAMARTINE,BP 150,13708,LA CIOTAT CEDEX,04 42 08 76 00 ,DSIO FLORI Angelise,service.informatique@ch-laciotat.fr,TU-ORUPACA,OUI
64,PACA,Bouches du Rhône,130002827,CH JOSEPH IMBERT D'ARLES,,QUARTIER FOURCHON,BP 80195,13637,ARLES CEDEX,04 90 49 29 29 ,DSIO HARMAND Francoise,francoise.harmand@ch-arles.fr,TU-ORUPACA,OUI
65,PACA,Bouches du Rhône,130002835,CH DE MARTIGUES HOPITAL DES RAYETTES,,3 BOULEVARD DES RAYETTES,BP 50248,13698,MARTIGUES CEDEX,04 42 43 22 22 ,DSIO STOSSKOPF Jacques,jacques.stosskopf@ch-martigues.fr,TU-ORUPACA,OUI
66,PACA,Bouches du Rhône,130043664,HOPITAL EUROPEEN,,6 RUE DESIREE CLARY,,13003,MARSEILLE,04 91 83 38 38 ,DSIO Florence TOESCA,f.toesca@hopital-europeen.fr,QCARE de la société C3,OUI
67,PACA,Bouches du Rhône,130780521,APHM HOPITAL NORD,,CHEMIN DES BOURRELY,,13915,MARSEILLE CEDEX 15,04 91 38 00 00 ,SI WIRAMUS Serge,serge.wiramus@ap-hm.fr,TU-ORUPACA,OUI
68,PACA,Bouches du Rhône,130781479,HOPITAL PRIVE LA CASAMANCE,,33 BOULEVARD DES FARIGOULES,BP 141,13675,AUBAGNE CEDEX,04 91 88 40 00 ,DSIO BERTHET Caroline ,c.berthet@hp-lacasamance.fr,TU-ORUPACA,OUI
69,PACA,Bouches du Rhône,130782071,CLINIQUE DE L'ETANG DE L'OLIVIER,,4 RUE ROGER CARPENTIER,BP 70003,13801,ISTRES CEDEX,04 42 47 60 76 ,Resp PMA MAUNIER Regine,r.maunier@gsante.fr,TU-ORUPACA,OUI
70,PACA,Bouches du Rhône,130782147,CLINIQUE GENERALE DE MARIGNANE,,AVENUE GENERAL RAOUL SALAN,BP 89,13721,MARIGNANE CEDEX,04 42 78 45 00 , SI CRICCO Sébastien,s.cricco@clinique-marignane.com,MEDINTUX,OUI
71,PACA,Bouches du Rhône,130783236,APHM HOPITAL DE LA CONCEPTION,,147 BOULEVARD BAILLE,,13005,MARSEILLE,04 91 38 30 00 ,SI WIRAMUS Serge,serge.wiramus@ap-hm.fr,TU-ORUPACA,OUI
72,PACA,Bouches du Rhône,130783293,APHM HOPITAL LA TIMONE ADULTES,,264 RUE SAINT PIERRE,,13005,MARSEILLE,04 91 38 00 00 ,SI WIRAMUS Serge,serge.wiramus@ap-hm.fr,TU-ORUPACA,OUI
73,PACA,Bouches du Rhône,130784234,APHM HOPITAUX SUD SAINTE MARGUERITE,249 ET 270,270 BOULEVARD DE SAINTE MARGUERITE,,13274,MARSEILLE CEDEX 09,04 91 38 00 00 ,Pas de SAU,,,
74,PACA,Bouches du Rhône,130784713,HOPITAL PRIVE BEAUREGARD VERT COTEAU,,12 IMPASSE DU LIDO,,13012,MARSEILLE,08 25 74 34 34 ,CS Dr GUIBELLINO Philippe,philippe.guibellino@orange.fr,RESURGENCES,NON 
75,PACA,Bouches du Rhône,130785652,HOPITAL ST JOSEPH,,26 BOULEVARD DE LOUVAIN,,13008,MARSEILLE,04 91 80 65 00 ,SI LIMOZIN Isabelle,ilimozin@hopital-saint-joseph.fr,TU-ORUPACA,OUI
76,PACA,Bouches du Rhône,130786361,POLYCLINIQUE DU PARC RAMBOT,,2 AVENUE DR AURIENTIS,BP 360,13626,AIX EN PROVENCE CEDEX 1,04 42 33 88 00 ,RSI CAMI Michel,m.cami@ppr13.com,TU-ORUPACA,OUI
77,PACA,Bouches du Rhône,130786742,HIA LAVERAN,,34 BOULEVARD LAVERAN,BP 60149,13384,MARSEILLE CEDEX 13,04 91 61 70 00 ,DSIO AUBERT Stéphane,stephane.aubert@intradef.gouv.fr,TU-ORUPACA,NON prévu pour septembre 2014
78,PACA,Bouches du Rhône,130804297,APHM HOPITAL LA TIMONE ENFANTS,,264 RUE SAINT PIERRE,,13385,MARSEILLE CEDEX 05,04 91 38 00 00 ,SI WIRAMUS Serge,serge.wiramus@ap-hm.fr,TU-ORUPACA,OUI
579,PACA,Var,830000279,CH JEAN MARCEL DE BRIGNOLES,,TRAVERSE DES CAPUCINS,BP 301,83177,BRIGNOLES CEDEX,04 94 72 66 00 ,CS Dr BAR Christian,c.bar@ch-brignoles.fr,TU-ORUPACA,OUI
580,PACA,Var,830000287,CH LA DRACENIE DE DRAGUIGNAN,,ROUTE DE MONTFERRAT,BP 249,83007,DRAGUIGNAN CEDEX,04 94 60 50 00 ,DSIO GRELIER Eliane ,eliane.grelier@ch-draguignan.fr,TU-ORUPACA,OUI
581,PACA,Var,830000295,CH DE HYERES MARIE JOSEE TREFFOT,,AVENUE MARECHAL JUIN,BP 82,83407,HYERES CEDEX,04 94 00 24 00 ,DSIO DE BOISGELIN Anne,adeboisgelin@ch-hyeres.fr,TU-ORUPACA,OUI
582,PACA,Var,830000311,CHI DE FREJUS SAINT RAPHAEL,,240 AVENUE DE SAINT LAMBERT,BP 110,83608,FREJUS CEDEX,04 94 40 21 21 ,DSIO TOUREILLES Jean-marc,jmt@chi-fsr.fr,TU-ORUPACA,OUI
583,PACA,Var,830000337,CENTRE HOSPITALIER DE SAINT TROPEZ,POLE SANTE DU GOLFE DE ST TROPEZ,559 ROND POINT GAL DIEGO BROSSET,,83580,GASSIN,04 98 12 50 00 ,DSIO TURBATTE Jean-Christophe ,jturbatte@ch-saint-tropez.fr,TU-ORUPACA,OUI
584,PACA,Var,830000345,CHITS CH SAINTE MUSSE,,54 RUE HENRI SAINTE CLAIRE DEVILLE,CS 31412,83056,TOULON CEDEX,04 94 14 55 55 ,DSIO ARNAULD DES LIONS Thibaud,thibaud.arnauld-des-lions@ch-toulon.fr,TU-ORUPACA,OUI
585,PACA,Var,830100574,HIA SAINTE ANNE,,BOULEVARD SAINTE ANNE,BP 20545,83041,TOULON CEDEX 9,04 83 16 20 14 ,SI GINESTE Franck,franck.gineste@intradef.gouv.fr,RESURGENCES,OUI
586,PACA,Var,830100608,CHITS CH GEORGE SAND LA SEYNE SUR MER,,AVENUE JULES RENARD,,83507,LA SEYNE SUR MER CEDEX,04 94 11 30 00 ,DSIO ARNAULD DES LIONS Thibaud,thibaud.arnauld-des-lions@ch-toulon.fr,TU-ORUPACA,OUI
587,PACA,Var,830200523,POLYCLINIQUE MUTUALISTE MALARTIC,QUARTIER DARBOUSSAN,203 CHEMIN DE FAVEYROLLES,BP 221,83192,OLLIOULES CEDEX,04 94 89 89 62 ,RSI SOUCHON David,david-souchon@mfvar.fr,TU-ORUPACA,OUI
588,PACA,Vaucluse,840000343,CENTRE HOSPITALIER DU PAYS D'APT,,ROUTE DE MARSEILLE,BP 172,84405,APT CEDEX,04 90 04 33 33 ,SI BOUCHAGE Laurent,laurent.bouchage@ch-apt.fr,TU-ORUPACA,OUI
589,PACA,Vaucluse,840000392,CENTRE HOSPITALIER DE CARPENTRAS,,ROND POINT DE L'AMITIE,BP 263,84208,CARPENTRAS CEDEX,04 32 85 88 88 ,DSIO CHAREYRON Jacques ,j.chareyron@ch-carpentras.fr,TU-ORUPACA,OUI
590,PACA,Vaucluse,840000418,CHI DE CAVAILLON LAURIS,,119 AVENUE GEORGES CLEMENCEAU,BP 50157,84304,CAVAILLON CEDEX,04 90 78 85 00 ,DSIO SOL Hélène,hsol@ch-avignon.Fr,TU-ORUPACA,OUI
591,PACA,Vaucluse,840000483,CH LOUIS GIORGI D'ORANGE,,AVENUE DE LAVOISIER,BP 184,84106,ORANGE CEDEX,04 90 11 22 22 ,DSIO FERRET Caroline,cferret@ch-orange.fr,TU-ORUPACA,OUI
592,PACA,Vaucluse,840000491,SITE DE PERTUIS,,58 RUE DE CROZE,BP 110,84123,PERTUIS CEDEX,04 90 09 42 42 ,DSIO MILON Paul,pmilon@ch-aix.fr,TU-ORUPACA,OUI
593,PACA,Vaucluse,840000525,CH VAISON LA ROMAINE,,18 RUE GRAND'RUE,BP 73,84110,VAISON LA ROMAINE,04 90 36 04 58 ,RSI RAOULT Olivier,o.raoult@ch-vaison.fr,TU-ORUPACA,OUI
594,PACA,Vaucluse,840000533,CH JULES NIEL DE VALREAS,,COURS TIVOLI,BP 97,84607,VALREAS CEDEX,04 90 28 51 51 ,RSI BEUF Laurent,l.beuf@ch-valreas.fr,TU-ORUPACA,OUI
595,PACA,Vaucluse,840001861,CH D'AVIGNON HENRI DUFFAUT,,305 RUE RAOUL FOLLEREAU,,84902,AVIGNON CEDEX 9,04 32 75 33 33 ,DSIO SOL Hélène,hsol@ch-avignon.Fr,TU-ORUPACA,OUI
301,PAYS DE LA LOIRE,Maine et Loire,490000049,CHU D' ANGERS :SITE LARREY,,4 RUE LARREY,,49933,ANGERS CEDEX 9,02 41 35 36 37 ,,,,
302,PAYS DE LA LOIRE,Maine et Loire,490000635,CENTRE HOSPITALIER DE CHOLET,,1 RUE MARENGO,,49325,CHOLET CEDEX,02 41 49 60 00 ,,,,
303,PAYS DE LA LOIRE,Maine et Loire,490001765,CENTRE HOSPITALIER DE SAUMUR,,ROUTE DE FONTEVRAUD,BP 100,49403,SAUMUR CEDEX,02 41 53 31 20 ,,,,
304,PAYS DE LA LOIRE,Maine et Loire,490014909,CLINIQUE DE L'ANJOU,,9 RUE DE L HIRONDELLE,,49044,ANGERS CEDEX 01,02 41 44 71 71 ,,,,
324,PAYS DE LA LOIRE,Mayenne,530000017,CENTRE HOSPITALIER DU HAUT ANJOU,,1 QUAI G LEFEVRE,BP 405,53204,CHATEAU GONTIER CEDEX,02 43 09 33 33 ,,,,
325,PAYS DE LA LOIRE,Mayenne,530000173,CENTRE HOSPITALIER NORD MAYENNE,CS 60102,229 BOULEVARD PAUL LINTIER,,53103,MAYENNE CEDEX,02 43 08 73 00 ,,,,
326,PAYS DE LA LOIRE,Mayenne,530000264,CENTRE HOSPITALIER DE LAVAL,,33 RUE DU HAUT ROCHER,BP 1525,53015,LAVAL CEDEX,02 43 66 50 00 ,,,,
483,PAYS DE LA LOIRE,Sarthe,720000033,CENTRE HOSPITALIER DU MANS,,194 AVENUE RUBILLARD,,72037,LE MANS CEDEX 9,02 43 43 43 43 ,,,,
484,PAYS DE LA LOIRE,Sarthe,720000124,CENTRE HOSPITALIER CHATEAU DU LOIR,,5 ALLEE SAINT MARTIN,BP 129,72500,CHATEAU DU LOIR,02 43 44 77 77 ,,,,
485,PAYS DE LA LOIRE,Sarthe,720000470,CENTRE HOSPITALIER MAMERS,,ROUTE DU MESLE SUR SARTHE,BP 69,72600,MAMERS,02 43 31 31 31 ,,,,
486,PAYS DE LA LOIRE,Sarthe,720000520,CENTRE HOSPITALIER ST CALAIS,,2 RUE DE LA PERRINE,,72120,ST CALAIS,02 43 63 64 65 ,,,,
487,PAYS DE LA LOIRE,Sarthe,720001437,CENTRE HOSPITALIER LA FERTE BERNARD,,56 AVENUE PIERRE BRULE,BP 13,72401,LA FERTE BERNARD CEDEX,02 43 71 61 51 ,,,,
488,PAYS DE LA LOIRE,Sarthe,720016179,POLE SANTE SARTHE ET LOIR,,LA CHASSE DU POINT DU JOUR,,72200,LE BAILLEUL,02 44 71 30 00 ,,,,
489,PAYS DE LA LOIRE,Sarthe,720017748,CENTRE MEDICO-CHIRURGICAL DU MANS,POLE SANTE SUD,28 RUE DE GUETTELOUP,,72058,LE MANS CEDEX 2,02 43 78 38 38 ,,,,
596,PAYS DE LA LOIRE,Vendée,850000118,CLINIQUE SAINT CHARLES,DOMAINE DU COTEAU,11 BOULEVARD RENE LEVESQUE,BP 669,85016,LA ROCHE SUR YON CEDEX,02 51 44 44 44 ,,,,
597,PAYS DE LA LOIRE,Vendée,850000142,CENTRE HOSPITALIER-SITE LA ROCHE/YON,LES OUDAIRIES,BOULEVARD STEPHANE MOREAU,,85925,LA ROCHE SUR YON CEDEX 9,02 51 44 61 61 ,,,,
598,PAYS DE LA LOIRE,Vendée,850000175,CH LVO :SITE DE  CHALLANS,CH LOIRE VENDEE OCEAN,BOULEVARD GUERIN,BP 219,85302,CHALLANS CEDEX,02 51 49 50 00 ,,,,
599,PAYS DE LA LOIRE,Vendée,850000209,CENTRE HOSPITALIER -SITE DE LUCON,,41 RUE HENRY RENAUD,BP 159,85407,LUCON CEDEX,02 51 28 33 33 ,,,,
600,PAYS DE LA LOIRE,Vendée,850000225,CENTRE HOSPITALIER -SITE DE MONTAIGU,,54 RUE SAINT JACQUES,BP 259,85602,MONTAIGU CEDEX,02 51 45 40 00 ,,,,
601,PAYS DE LA LOIRE,Vendée,850000241,CENTRE HOSPITALIER COTE DE LUMIÃˆRE,,4 RUE JACQUES MONOD,,85340,OLONNE SUR MER,02 51 21 85 80 ,,,,
602,PAYS DE LA LOIRE,Vendée,850009630,CH FONTENAY SITE POLE SANTE SUD VENDEE,,11 RUE DU DOCTEUR RENE LAFORGE,,85200,FONTENAY LE COMTE,,,,,
6,PICARDIE,Aine,20000089,CH GUISE,,858 RUE DES DOCTEURS DEVILLERS,,2120,GUISE,03 23 51 55 55 ,,,,
7,PICARDIE,Aine,20000162,CH SAINT-QUENTIN,,1 RUE MICHEL DE L'HOSPITAL,BP 608,2321,ST QUENTIN CEDEX,03 23 06 73 30 ,,,,
8,PICARDIE,Aine,20000394,CH LAON,,33 RUE MARCELIN BERTHELOT,,2001,LAON CEDEX,03 23 24 33 33 ,,,,
9,PICARDIE,Aine,20000519,CH SOISSONS,,46 AVENUE DU GÃ‰NÃ‰RAL DE GAULLE,,2209,SOISSONS CEDEX,03 23 75 70 70 ,,,,
10,PICARDIE,Aine,20000535,CH CHAUNY,,94 RUE DES ANCIENS COMBATTANTS,,2303,CHAUNY CEDEX,03 23 38 55 00 ,,,,
11,PICARDIE,Aine,20001061,CH CHÃ‚TEAU-THIERRY,,ROUTE DE VERDILLY,,2400,CHATEAU THIERRY,03 23 69 66 00 ,,,,
12,PICARDIE,Aine,20001087,CH HIRSON,,40 RUE AUX LOUPS,,2500,HIRSON,03 23 58 82 82 ,,,,
13,PICARDIE,Aine,20010047,POLYCLINIQUE SAINT CLAUDE,,1 BOULEVARD DU DOCTEUR SCHWEITZER,BP 448,2109,ST QUENTIN CEDEX,03 23 64 50 02 ,,,,
384,PICARDIE,Oise,600000053,CH GHPSO SENLIS,,4 AVENUE PAUL ROUGÃ‰,BP 121,60309,SENLIS CEDEX,03 44 21 70 00 ,,,,
385,PICARDIE,Oise,600000186,CH CLERMONT,,RUE FRÃ‰DÃ‰RIC RABOISSON,,60600,CLERMONT,03 44 77 33 00 ,,,,
386,PICARDIE,Oise,600000194,CH BEAUVAIS,,40 AVENUE LÃ‰ON BLUM,BP 40 319,60021,BEAUVAIS CEDEX,03 44 11 21 21 ,,,,
387,PICARDIE,Oise,600000285,CH CHICN NOYON,,AVENUE D'ALSACE LORRAINE,BP 159,60406,NOYON CEDEX,03 44 44 42 22 ,,,,
388,PICARDIE,Oise,600000467,CH GHPSO CREIL,,BOULEVARD LAENNEC,BP 72,60109,CREIL CEDEX 1,03 44 61 60 00 ,,,,
389,PICARDIE,Oise,600100754,POLYCLINIQUE SAINT CÃ”ME,,7 RUE JEAN-JACQUES BERNARD,BP 70 409,60204,COMPIEGNE CEDEX,03 44 92 43 43 ,,,,
390,PICARDIE,Oise,600113476,CH CHICN COMPIÃˆGNE,ZAC DE MERCIÃˆRE - ZONE 3,8 AVENUE HENRI ADNOT,BP 50 029,60321,COMPIEGNE CEDEX,03 44 23 60 00 ,,,,
565,PICARDIE,Somme,800000143,CH ABBEVILLE,,43 RUE DE L'ISLE,,80142,ABBEVILLE CEDEX,03 22 25 52 00 ,,,,
566,PICARDIE,Somme,800000192,CHU AMIENS NORD,DIRECTION GÃ‰NÃ‰RALE,PLACE VICTOR PAUCHET,,80054,AMIENS CEDEX 1,03 22 66 80 00 ,,,,
567,PICARDIE,Somme,800000226,CH DOULLENS,,RUE DE ROUTEQUEUE,BP 90 031,80600,DOULLENS,03 22 32 33 33 ,,,,
568,PICARDIE,Somme,800000390,CH CHIMR MONTDIDIER,,25 RUE AMAND DE VIENNE,,80500,MONTDIDIER,03 22 78 70 00 ,,,,
569,PICARDIE,Somme,800000432,CH PÃ‰RONNE,,PLACE DU JEU DE PAUME,BP 90 079,80201,PERONNE CEDEX,03 22 83 60 00 ,,,,
570,PICARDIE,Somme,800015729,SAS DE CARDIOLOGIES ET URGENCES,,5 ALLEE DES PAYS BAS,,80090,AMIENS,03 60 12 52 00 ,,,,
560,POITOU CHANRENTES,Deux sèvres,790000087,CENTRE HOSPITAL. GEORGES RENON,,40 AVENUE CHARLES DE GAULLE,,79021,NIORT CEDEX,05 49 32 79 79 ,,,,
561,POITOU CHANRENTES,Deux sèvres,790000095,SITE HOSPITALIER DE BRESSUIRE,,RUE DU DOCTEUR ICHON,BP 60,79302,BRESSUIRE CEDEX,05 49 68 49 68 ,,,,
562,POITOU CHANRENTES,Deux sèvres,790000103,SITE HOSPITALIER DE PARTHENAY,,13 RUE DE BROSSARD,BP 199,79205,PARTHENAY CEDEX,05 49 68 49 68 ,,,,
563,POITOU CHANRENTES,Deux sèvres,790003537,SITE HOSPITALIER DE THOUARS,,2 RUE DU DOCTEUR ANDRE COLAS,BP 181,79103,THOUARS CEDEX,05 49 68 49 68 ,,,,
564,POITOU CHANRENTES,Deux sèvres,790009948,POLYCLINIQUE D'INKERMANN,,84 ROUTE D AIFFRES,BP 182,79006,NIORT CEDEX,05 49 34 26 26 ,,,,
603,POITOU CHANRENTES,Vienne,860000025,GH NORD-VIENNE - SITE DE CHATELLERAULT,,RUE DU DOCTEUR LUC MONTAGNIER,BP 669 ROCADE-EST,86106,CHATELLERAULT CEDEX,05 49 02 90 90 ,,,,
604,POITOU CHANRENTES,Vienne,860000033,GH NORD-VIENNE - SITE DE LOUDUN,,3 RUE DES VISITANDINES,BP 101,86206,LOUDUN CEDEX,05 49 98 42 42 ,,,,
605,POITOU CHANRENTES,Vienne,860000058,CENTRE HOSPITALIER DE MONTMORILLON,,2 RUE HENRI DUNANT,BP 65,86500,MONTMORILLON,05 49 83 83 83 ,,,,
606,POITOU CHANRENTES,Vienne,860000223,CHU LA MILETRIE,,2 RUE DE LA MILETRIE,CS 90577,86021,POITIERS CEDEX,05 49 44 44 44 ,,,,
607,POITOU CHANRENTES,Vienne,860010321,POLYCLINIQUE DE POITIERS,,1 RUE DE LA PROVIDENCE,,86000,POITIERS,05 49 61 70 00 ,,,,
93,POITOU CHANRENTES,Charente,160000253,CENTRE HOSPITALIER D'ANGOULEME,,ROND POINT DE GIRAC,CS 55015 SAINT-MICHEL,16959,ANGOULEME CEDEX 9,05 45 24 40 40 ,,,,
94,POITOU CHANRENTES,Charente,160000303,CENTRE HOSPITALIER (H. SUD CHARENTE),,ROUTE DE SAINT BONNET,BP 50031,16300,BARBEZIEUX ST HILAIRE,05 45 78 78 00 ,,,,
95,POITOU CHANRENTES,Charente,160000311,CTRE HOSPITALIER 'LABAJOUDERIE',,RUE DE L'HOPITAL,BP 83,16500,CONFOLENS,05 45 84 40 00 ,,,,
96,POITOU CHANRENTES,Charente,160000337,CENTRE HOSPITALIER DE RUFFEC,,15 RUE DE L HOPITAL,BP 71,16700,RUFFEC,05 45 29 50 00 ,,,,
97,POITOU CHANRENTES,Charente,160015368,CH INTERCOMMUNAL DU PAYS DE COGNAC,,65 AVENUE D'ANGOULEME,CS 50264 CHATEAUBERNARD,16112,COGNAC CEDEX,05 45 80 15 15 ,,,,
98,POITOU CHANRENTES,Charente maritime,170000038,CENTRE HOSPITALIER JONZAC,,RUE WINSTON CHURCHILL,BP 109,17503,JONZAC CEDEX,05 46 48 75 75 ,,,,
99,POITOU CHANRENTES,Charente maritime,170000087,GH LA ROCHELLE-RE-AUNIS - LA ROCHELLE,,RUE DU DR SCHWEITZER,,17019,LA ROCHELLE CEDEX 1,05 46 45 50 50 ,,,,
100,POITOU CHANRENTES,Charente maritime,170000095,CENTRE HOSPITALIER ST-JEAN D'ANGELY,,18 AVENUE DU PORT,BP 93,17415,ST JEAN D ANGELY CEDEX,05 46 59 50 04 ,,,,
101,POITOU CHANRENTES,Charente maritime,170000103,CTRE HOSP. DE SAINTONGE - SAINTES,,11 BOULEVARD AMBROISE PARE,BP 10326,17108,SAINTES CEDEX,05 46 95 15 15 ,,,,
102,POITOU CHANRENTES,Charente maritime,170000129,CENTRE HOSPITALIER ROYAN,,CENTRE HOSPITALIER,BP 217 C,17205,ROYAN CEDEX,05 46 39 52 52 ,,,,
103,POITOU CHANRENTES,Charente maritime,170000152,CENTRE HOSPITALIER ROCHEFORT,,1 AVENUE BELIGON,BP 30009,17301,ROCHEFORT CEDEX,05 46 88 50 50 ,,,,
104,POITOU CHANRENTES,Charente maritime,170022065,GCS URGENCES PAYS ROYANNAIS - ROYAN,,CENTRE HOSPITALIER,BP 217 C,17205,ROYAN CEDEX,05 46 39 52 52 ,,,,
105,POITOU CHANRENTES,Charente maritime,170022818,GCS URGENCE PAYS ROYANNAIS -ST GEORGES,,2 BOULEVARD DE LATTRE DE TASSIGNY,,17110,ST GEORGES DE DIDONNE,05 46 05 07 94 ,,,,
106,POITOU CHANRENTES,Charente maritime,170022826,GCS URGENCES PAYS ROYANNAIS - PASTEUR,,222 AVENUE DE ROCHEFORT,,17200,ROYAN,05 46 22 22 22 ,,,,
1,RHONE ALPES,Ain,10000024,CH FLEYRIAT,,900 ROUTE DE PARIS,BP 401 VIRIAT,1012,BOURG EN BRESSE CEDEX,04 74 45 46 47 ,,,,
2,RHONE ALPES,Ain,10000032,CH DOCTEUR RECAMIER BELLEY,,52 RUE GEORGES GIRERD,BP 139,1300,BELLEY,04 79 42 59 59 ,,,,
3,RHONE ALPES,Ain,10005239,CH DU HAUT BUGEY SITE GEOVREISSET,,1 ROUTE DE VEYZIAT,BP 818,1108,OYONNAX CEDEX,04 74 73 10 01 ,,,,
4,RHONE ALPES,Ain,10780195,CLINIQUE CONVERT,,62 AVENUE DE JASSERON,BP 132,1000,BOURG EN BRESSE,04 74 45 64 45 ,,,,
5,RHONE ALPES,Ain,10780203,CLINIQUE MUTUALISTE AMBÃ‰RIEU EN BUGEY,,EN PRAGNAT NORD,BP 611,1506,AMBERIEU EN BUGEY CEDEX,04 74 38 95 95 ,,,,
34,RHONE ALPES,Ardèches,70000013,CH DES VALS D'ARDÃˆCHE,,2 AVENUE PASTEUR,BP 707,7007,PRIVAS CEDEX,04 75 20 20 00 ,,,,
35,RHONE ALPES,Ardèches,70000179,CH D'ARDÃˆCHE NORD,,RUE DU BON PASTEUR,BP 119,7103,ANNONAY CEDEX,04 75 67 35 00 ,,,,
36,RHONE ALPES,Ardèches,70000609,CH D'AUBENAS,,14 AVENUE DE BELLANDE,,7205,AUBENAS CEDEX,04 75 35 60 60 ,,,,
37,RHONE ALPES,Ardèches,70780424,CLINIQUE PASTEUR,,294 BOULEVARD GENERAL DE GAULLE,BP 209,7500,GUILHERAND GRANGES,08 26 30 07 26 ,,,,
135,RHONE ALPES,Drôme,260000013,CH DE VALENCE,,179 BOULEVARD MARÃ‰CHAL JUIN,,26953,VALENCE CEDEX 9,04 75 75 75 75 ,,,,
136,RHONE ALPES,Drôme,260000120,CH DE ROMANS,,607 AVENUE GENEVIEVE DE GAULLE,BP 1002,26102,ROMANS SUR ISERE CEDEX,04 75 05 75 05 ,,,,
137,RHONE ALPES,Drôme,260000138,CH DE MONTÃ‰LIMAR,,QUARTIER BEAUSSERET,BP 249,26216,MONTELIMAR CEDEX,04 75 53 40 00 ,,,,
